1	1	000000
1	1777212249254895618	000000
1	1777212523382022146	000000
1	1844544176945811458	000000
1	1777213903626805249	000000
1	1858783316538482689	000000
1	1777214097458176002	000000
1	1777214260146839554	000000
1	1844544509520564226	000000
1	1859147701396103170	000000
1	1867097296765181953	000000
1	1868576561190326273	000000
1	1867097291178369025	000000
1	1867097293661396993	000000
1	1867097295368478721	000000
1	1868911589246537730	000000
1	1869947665595412481	000000
1	1867097287592239106	000000
1855888832316039171	1859536281097211909	000002
1855888832316039171	1859536281097211910	000002
1855888832316039171	1859536281097211905	000002
1	1868911809653018626	000000
1855888832316039171	1859536281097211908	000002
1855888832316039171	1859536281097211913	000002
1859427737992921089	1805522207871156226	000000
1859427737992921089	1805522685161979905	000000
1859427737992921089	1805522991459418114	000000
1859427737992921089	1805780188277850114	000000
1859427737992921089	1805780473758957570	000000
1859427737992921089	1805802449470832641	000000
1859427737992921089	1805523104240058369	000000
1859427737992921089	1805523240533966850	000000
1859427737992921089	1805523356946874369	000000
1859427737992921089	1805523459132702722	000000
1859832171348463618	1	000000
1859832171348463618	1777212249254895618	000000
1859832171348463618	1777212523382022146	000000
1859832171348463618	1844544176945811458	000000
1859832171348463618	1777213903626805249	000000
1859832171348463618	1858783316538482689	000000
1859832171348463618	1777214097458176002	000000
1859832171348463618	1777214260146839554	000000
1859832171348463618	1844544509520564226	000000
1859832171348463618	1859147701396103170	000000
1859832171348463618	1805522207871156226	000000
1859832171348463618	1805522685161979905	000000
1859832171348463618	1805522991459418114	000000
1859832171348463618	1805780188277850114	000000
1859832171348463618	1805780473758957570	000000
1859832171348463618	1805802449470832641	000000
1859832171348463618	1805523104240058369	000000
1859832171348463618	1805523240533966850	000000
1859832171348463618	1805523356946874369	000000
1859832171348463618	1805523459132702722	000000
1859427737992921089	1	000000
1859832455512559618	1	000000
1859832455512559618	1777212249254895618	000000
1859832455512559618	1777212523382022146	000000
1864878877327400961	1777212249254895618	000000
1864878877327400961	1777212523382022146	000000
1864878877327400961	1844544176945811458	000000
1864878877327400961	1777213903626805249	000000
1864878877327400961	1858783316538482689	000000
1864878877327400961	1777214097458176002	000000
1864878877327400961	1777214260146839554	000000
1864878877327400961	1844544509520564226	000000
1864878877327400961	1859147701396103170	000000
1864878877327400961	1777215985532510210	000000
1864878877327400961	1784418360899723266	000000
1864878877327400961	1777216667895439361	000000
1864878877327400961	1777219460102332417	000000
1864878877327400961	1783373405266878465	000000
1864878877327400961	1783373687338016769	000000
1864878877327400961	1783373891042779137	000000
1864878877327400961	1783374092725886978	000000
1864878877327400961	1783374309579792386	000000
1864878877327400961	1783374491302207490	000000
1864878877327400961	1777217414867427330	000000
1864878877327400961	1777219691195899906	000000
1864878877327400961	1783374958145019905	000000
1864878877327400961	1783375155969368066	000000
1864878877327400961	1783375393924816898	000000
1864878877327400961	1777216539411324930	000000
1864878877327400961	1777218643492315138	000000
1864878877327400961	1777218865048035330	000000
1864878877327400961	1782667965017071618	000000
1864878877327400961	1783371935725363201	000000
1864878877327400961	1783372240391217154	000000
1864878877327400961	1783372479575597057	000000
1864878877327400961	1783372686140874753	000000
1864878877327400961	1777218113659445249	000000
1864878877327400961	1777219947157495809	000000
1864878877327400961	1777218350369185794	000000
1864878877327400961	1777220140628156417	000000
1864878877327400961	1777953628880871426	000000
1864878877327400961	1777953883802279937	000000
1864878877327400961	1795996323823390722	000000
1864878877327400961	1796355748765536258	000000
1864878877327400961	1796355963048333313	000000
1864878877327400961	1796369524541788162	000000
1864878877327400961	1796361862601150466	000000
1864878877327400961	1798240517043585026	000000
1864878877327400961	1796357229577146369	000000
1864878877327400961	1796357462272937986	000000
1864878877327400961	1796357687146352642	000000
1864878877327400961	1796357857791610881	000000
1864878877327400961	1796081541729128449	000000
1864878877327400961	1805522207871156226	000000
1864878877327400961	1805522685161979905	000000
1864878877327400961	1805522991459418114	000000
1864878877327400961	1805780188277850114	000000
1864878877327400961	1805780473758957570	000000
1864878877327400961	1805802449470832641	000000
1864878877327400961	1805523104240058369	000000
1864878877327400961	1805523240533966850	000000
1864878877327400961	1805523356946874369	000000
1864878877327400961	1805523459132702722	000000
1	1867097287609016321	000000
1	1867097293732700162	000000
1864878877327400961	1	000000
